32,6,57,57,57,57,57,33,33,57,57,57,34,16,16,11,57,57,57,57,33,57,57,57,57,57,57,33,33,57,57,57
32,29,80,79,80,79,80,79,80,79,80,79,34,16,16,11,152,80,79,80,80,79,80,79,80,79,80,79,80,79,80,79
32,52,57,57,57,56,57,57,10,57,33,57,34,16,16,11,175,57,57,57,10,57,33,57,57,56,57,57,10,57,33,57
32,75,80,79,80,79,79,80,79,80,79,80,34,16,16,11,79,80,79,80,79,80,79,80,80,79,79,80,79,80,79,80
32,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
32,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,23,0,100,101,102,103,104,105,12,15,100,101,102,103,104,105,12,15,100,101,102,103,104,105,12,15,12,13,14,15
32,3,23,0,123,124,125,126,127,128,35,38,123,124,125,126,127,128,35,38,123,124,125,126,127,128,35,38,35,36,37,38
32,26,23,0,146,147,148,149,150,151,58,61,146,147,148,149,150,151,58,61,146,147,148,149,150,151,58,61,58,59,60,61
32,3,23,0,169,170,171,172,173,174,81,84,169,170,171,172,173,174,81,84,169,170,171,172,173,174,81,84,81,82,83,84
32,26,23,0,159,113,114,110,111,112,23,23,159,113,114,110,111,112,23,23,159,113,114,110,111,112,23,23,12,13,14,15
32,3,23,0,182,136,137,133,134,135,23,0,182,136,137,133,134,135,23,0,182,136,137,133,134,135,23,0,35,36,37,38
32,26,23,0,179,180,181,156,157,158,23,0,179,180,181,156,157,158,23,0,179,180,181,156,157,158,23,0,58,59,60,61
32,3,23,0,0,46,23,23,23,23,23,0,0,46,23,23,23,23,23,0,0,46,23,23,23,23,23,0,81,82,83,84
32,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,23,23,23
32,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,77,77,77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,77,9,32,2,0,0,100,101,102,103,104,105,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,57,32,32,25,0,0,123,124,125,126,127,128,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,57,32,32,48,0,0,146,147,148,149,150,151,58,61,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,10,57,32,32,71,0,0,169,170,171,172,173,174,81,84,23,0,0,0,0,0,8,77,77,77,77,77,77,77,77,77
