8,77,77,77,77,77,77,9,32,3,23,0,0,0,0,0,0,0,0,0,0,0,72,31,8,77,77,77,77,77,77,9
31,33,57,57,57,57,57,32,32,26,23,0,0,0,0,0,0,0,0,0,0,0,49,31,31,33,57,57,57,57,57,32
31,57,57,57,57,57,57,32,32,3,23,0,0,0,0,0,0,0,0,0,0,0,72,31,31,57,57,57,57,57,57,32
31,57,57,57,57,10,57,32,32,26,23,0,0,0,0,0,0,0,0,0,0,0,49,31,31,57,57,57,57,10,57,32
31,57,57,57,57,57,57,32,32,3,23,0,0,0,0,0,12,13,14,15,0,0,72,31,31,57,57,57,57,57,57,32
31,56,57,57,57,33,57,32,32,26,23,0,0,0,0,0,35,36,37,38,0,0,49,31,31,56,57,57,57,33,57,32
31,57,57,33,57,57,57,32,32,3,23,0,0,0,0,0,58,59,60,61,69,0,72,31,31,57,57,33,57,57,57,32
54,77,77,77,77,77,77,78,32,26,23,0,0,0,0,0,81,82,83,84,23,0,49,31,54,77,77,77,77,77,77,78
8,77,77,77,77,77,77,9,32,18,23,0,12,13,14,15,23,23,23,23,23,0,72,31,8,77,77,77,77,77,77,9
31,33,57,57,57,57,57,32,32,41,23,0,35,36,37,38,23,0,0,0,0,0,49,31,31,33,57,57,57,57,57,32
31,57,57,57,57,57,57,32,32,64,23,0,58,59,60,61,23,0,0,0,0,0,72,31,31,57,57,57,57,57,57,32
31,57,57,57,57,10,57,32,32,87,23,0,81,82,83,84,23,0,0,0,0,0,49,31,31,57,57,57,57,10,57,32
31,57,57,57,57,57,57,32,32,16,23,0,46,23,23,23,23,0,0,0,0,0,72,31,31,57,57,57,57,57,57,32
31,56,57,57,57,33,57,32,32,42,23,0,0,0,0,0,0,0,0,0,0,0,49,31,31,56,57,57,57,33,57,32
31,57,57,33,57,57,57,32,32,65,23,0,0,0,0,0,0,0,0,0,0,0,72,31,31,57,57,33,57,57,57,32
54,77,77,77,77,77,77,78,32,88,23,0,0,0,0,0,0,0,0,8,77,77,77,19,54,77,77,77,77,77,77,78
8,77,77,77,77,77,77,9,32,3,23,0,0,0,0,0,0,0,1,31,8,77,77,77,77,77,77,9,8,77,77,77
31,33,57,57,57,57,57,32,32,26,23,0,0,0,0,0,0,0,24,31,31,33,57,57,57,57,57,32,31,33,57,57
31,57,57,57,57,57,57,32,32,3,23,0,0,0,0,0,0,0,47,31,31,57,57,57,57,57,57,32,31,57,57,57
31,57,57,57,57,10,57,32,32,26,23,0,0,0,0,0,0,0,70,31,31,57,57,57,57,10,57,32,31,57,57,57
31,57,57,57,57,57,57,32,32,3,23,0,12,13,14,15,0,0,72,31,31,57,57,57,57,57,57,32,31,57,57,57
31,56,57,57,57,33,57,32,32,26,23,0,35,36,37,38,0,0,49,31,31,56,57,57,57,33,57,32,31,56,57,57
31,57,57,33,57,57,57,32,32,3,23,0,58,59,60,61,69,0,72,31,31,57,57,33,57,57,57,32,31,57,57,33
54,77,77,77,77,77,77,78,32,26,23,0,81,82,83,84,23,0,49,31,54,77,77,77,77,77,77,78,54,77,77,77
