32,6,57,57,57,57,57,33,33,57,57,57,34,16,16,11,57,57,57,33,33,57,57,57,57,57,57,33,33,57,57,57
32,29,80,79,80,79,80,79,80,79,80,79,34,16,16,11,80,79,80,79,80,79,80,79,80,79,80,79,80,79,80,79
32,52,57,57,57,56,57,57,10,57,33,57,34,16,16,11,57,56,57,57,10,57,33,57,57,56,57,57,10,57,57,57
32,75,80,79,80,79,79,80,79,80,79,80,34,16,16,11,80,79,79,80,79,80,79,80,80,79,79,80,79,80,79,80
32,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
32,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,23,0,12,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,15,0,0,0,0
32,26,23,0,35,36,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,37,38,0,0,0,0
32,3,23,0,58,59,60,61,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,59,60,61,69,0,0,0
32,26,23,0,81,82,83,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,83,84,23,0,0,0
32,18,23,0,12,13,14,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,15,23,0,0,0
32,41,23,0,35,36,37,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,37,38,23,0,0,0
32,64,23,0,58,59,60,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,59,60,61,23,0,0,0
32,87,23,0,81,82,83,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,83,84,23,0,0,0
32,16,23,0,12,13,14,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,15,23,0,0,0
32,42,23,0,35,36,37,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,37,38,23,0,0,0
32,65,23,0,58,59,60,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,59,60,61,23,0,0,0
32,88,23,0,81,82,83,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,83,84,23,0,0,0
32,3,23,0,46,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,23,23,23,23,0,0,0
32,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
